#Partially deleted in new
chr18	31071647	31091096	Q02487	0	-	31071647	31091096	204,0,0	1	19449	0	.	Extracellular.
#Partially deleted in new
chr19	2340146	2340937	Q8TCT7	0	+	2340146	2340937	204,0,0	1	791	0	.	Cytoplasmic.
#Partially deleted in new
chr19	33689354	33773060	Q9H2A9	0	+	33689354	33773060	204,0,0	1	83706	0	.	Lumenal.
#Partially deleted in new
chr19	41621727	41625919	O75871	0	-	41621727	41625919	204,0,0	1	4192	0	.	Extracellular.
#Partially deleted in new
chr19	41630069	41634261	O75871	0	-	41630069	41634261	204,0,0	1	4192	0	.	Extracellular.
#Partially deleted in new
chr19	41797626	41808853	P40198	0	+	41797626	41808853	204,0,0	1	11227	0	.	Extracellular.
#Partially deleted in new
chr19	41879650	41880977	P11912	0	+	41879650	41880977	204,0,0	1	1327	0	.	Cytoplasmic.
#Partially deleted in new
chr19	51225231	51235188	P20138	0	+	51225231	51235188	204,0,0	1	9957	0	.	Extracellular.
#Partially deleted in new
chr19	54070110	54075902	B6A8C7	0	-	54070110	54075902	204,0,0	1	5792	0	.	Extracellular.
#Partially deleted in new
chr19	54161672	54162593	Q7Z404	0	-	54161672	54162593	204,0,0	1	921	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54163223	54163596	Q7Z404	0	-	54163223	54163596	204,0,0	1	373	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54165001	54168648	Q7Z404	0	-	54165001	54168648	204,0,0	1	3647	0	.	Extracellular.
#Partially deleted in new
chr19	54168711	54169046	Q7Z404	0	-	54168711	54169046	204,0,0	1	335	0	.	Cytoplasmic.
#Split in new
chr19	54169109	54173559	Q7Z404	0	-	54169109	54173559	204,0,0	1	4450	0	.	Extracellular.
#Split in new
chr19	54219841	54223182	O75022	0	-	54219841	54223182	204,0,0	1	3341	0	.	Extracellular.
#Split in new
chr19	54239680	54242934	Q6PI73	0	-	54239680	54242934	204,0,0	1	3254	0	.	Extracellular.
#Partially deleted in new
chr19	54251156	54253272	O75023	0	-	54251156	54253272	204,0,0	1	2116	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54251389	54253505	O75023	0	-	54251389	54253505	204,0,0	1	2116	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54251399	54253514	O75023	0	-	54251399	54253514	204,0,0	1	2115	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54251425	54253540	O75023	0	-	54251425	54253540	204,0,0	1	2115	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54253335	54257142	O75023	0	-	54253335	54257142	204,0,0	1	3807	0	.	Extracellular.
#Partially deleted in new
chr19	54253568	54257375	O75023	0	-	54253568	54257375	204,0,0	1	3807	0	.	Extracellular.
#Partially deleted in new
chr19	54253577	54257384	O75023	0	-	54253577	54257384	204,0,0	1	3807	0	.	Extracellular.
#Partially deleted in new
chr19	54253603	54257410	O75023	0	-	54253603	54257410	204,0,0	1	3807	0	.	Extracellular.
#Partially deleted in new
chr19	54277507	54280872	Q8N423	0	-	54277507	54280872	204,0,0	1	3365	0	.	Extracellular.
#Partially deleted in new
chr19	54286861	54294583	Q6GTX8	0	-	54286861	54294583	204,0,0	1	7722	0	.	Extracellular.
#Partially deleted in new
chr19	54307508	54312149	A6NI73	0	-	54307508	54312149	204,0,0	1	4641	0	.	Extracellular.
#Partially deleted in new
chr19	54314493	54319128	A6NI73	0	-	54314493	54319128	204,0,0	1	4635	0	.	Extracellular.
#Partially deleted in new
chr19	54314571	54319197	A6NI73	0	-	54314571	54319197	204,0,0	1	4626	0	.	Extracellular.
#Partially deleted in new
chr19	54314674	54319283	A6NI73	0	-	54314674	54319283	204,0,0	1	4609	0	.	Extracellular.
#Partially deleted in new
chr19	54315540	54320166	A6NI73	0	-	54315540	54320166	204,0,0	1	4626	0	.	Extracellular.
#Partially deleted in new
chr19	54340711	54345661	P59901	0	-	54340711	54345661	204,0,0	1	4950	0	.	Extracellular.
#Partially deleted in new
chr19	54340865	54345815	P59901	0	-	54340865	54345815	204,0,0	1	4950	0	.	Extracellular.
#Partially deleted in new
chr19	54341751	54346699	P59901	0	-	54341751	54346699	204,0,0	1	4948	0	.	Extracellular.
#Partially deleted in new
chr19	54345879	54349457	Q9H313	0	+	54345879	54349457	204,0,0	1	3578	0	.	Extracellular.
#Partially deleted in new
chr19	54347703	54351281	Q9H313	0	+	54347703	54351281	204,0,0	1	3578	0	.	Extracellular.
#Partially deleted in new
chr19	54351344	54351416	Q9H313	0	+	54351344	54351416	204,0,0	1	72	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54351625	54356994	Q9H313	0	+	54351625	54356994	204,0,0	1	5369	0	.	Extracellular.
#Partially deleted in new
chr19	54353449	54358827	Q9H313	0	+	54353449	54358827	204,0,0	1	5378	0	.	Extracellular.
#Partially deleted in new
chr19	54359674	54365907	Q9H313	0	+	54359674	54365907	204,0,0	1	6233	0	.	Extracellular.
#Partially deleted in new
chr19	54421298	54426676	Q9H313	0	+	54421298	54426676	204,0,0	1	5378	0	.	Extracellular.
#Partially deleted in new
chr19	54423473	54427051	Q9H313	0	+	54423473	54427051	204,0,0	1	3578	0	.	Extracellular.
#Partially deleted in new
chr19	54437280	54443513	Q9H313	0	+	54437280	54443513	204,0,0	1	6233	0	.	Extracellular.
#Partially deleted in new
chr19	54477433	54484658	Q8N109	0	+	54477433	54484658	204,0,0	1	7225	0	.	Extracellular.
#Partially deleted in new
chr19	54491074	54503134	P43631	0	+	54491074	54503134	204,0,0	1	12060	0	.	Extracellular.
#Partially deleted in new
chr19	54504816	54517758	Q8N149	0	+	54504816	54517758	204,0,0	1	12942	0	.	Extracellular.
#Partially deleted in new
chr19	54506322	54519264	Q8N149	0	+	54506322	54519264	204,0,0	1	12942	0	.	Extracellular.
#Partially deleted in new
chr19	54582513	54595455	Q8N149	0	+	54582513	54595455	204,0,0	1	12942	0	.	Extracellular.
#Partially deleted in new
chr19	54602666	54608942	O75019	0	+	54602666	54608942	204,0,0	1	6276	0	.	Extracellular.
#Partially deleted in new
chr19	54644111	54650524	O76036	0	+	54644111	54650524	204,0,0	1	6413	0	.	Extracellular.
#Split in new
chr19	54669498	54681635	P43628	0	+	54669498	54681635	204,0,0	1	12137	0	.	Extracellular.
#Partially deleted in new
chr19	54671765	54674032	Q8NHJ6	0	+	54671765	54674032	204,0,0	1	2267	0	.	Extracellular.
#Partially deleted in new
chr19	54674095	54676214	Q8NHJ6	0	+	54674095	54676214	204,0,0	1	2119	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54681695	54682483	P43628	0	+	54681695	54682483	204,0,0	1	788	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54726057	54735267	Q8N743	0	+	54726057	54735267	204,0,0	1	9210	0	.	Extracellular.
#Partially deleted in new
chr19	54734270	54743483	Q8N743	0	+	54734270	54743483	204,0,0	1	9213	0	.	Extracellular.
#Partially deleted in new
chr19	54739001	54751132	P43628	0	+	54739001	54751132	204,0,0	1	12131	0	.	Extracellular.
#Partially deleted in new
chr19	54739099	54751158	P43631	0	+	54739099	54751158	204,0,0	1	12059	0	.	Extracellular.
#Partially deleted in new
chr19	54739361	54751421	P43631	0	+	54739361	54751421	204,0,0	1	12060	0	.	Extracellular.
#Partially deleted in new
chr19	54739375	54751434	P43631	0	+	54739375	54751434	204,0,0	1	12059	0	.	Extracellular.
#Partially deleted in new
chr19	54739380	54751439	P43631	0	+	54739380	54751439	204,0,0	1	12059	0	.	Extracellular.
#Partially deleted in new
chr19	54739382	54751440	P43631	0	+	54739382	54751440	204,0,0	1	12058	0	.	Extracellular.
#Partially deleted in new
chr19	54739383	54751442	P43631	0	+	54739383	54751442	204,0,0	1	12059	0	.	Extracellular.
#Partially deleted in new
chr19	54739383	54751443	P43631	0	+	54739383	54751443	204,0,0	1	12060	0	.	Extracellular.
#Partially deleted in new
chr19	54739392	54751453	P43631	0	+	54739392	54751453	204,0,0	1	12061	0	.	Extracellular.
#Partially deleted in new
chr19	54739424	54751483	P43631	0	+	54739424	54751483	204,0,0	1	12059	0	.	Extracellular.
#Partially deleted in new
chr19	54739425	54751484	P43631	0	+	54739425	54751484	204,0,0	1	12059	0	.	Extracellular.
#Partially deleted in new
chr19	54739432	54751492	P43631	0	+	54739432	54751492	204,0,0	1	12060	0	.	Extracellular.
#Partially deleted in new
chr19	54739472	54751603	P43628	0	+	54739472	54751603	204,0,0	1	12131	0	.	Extracellular.
#Partially deleted in new
chr19	54739472	54751605	P43628	0	+	54739472	54751605	204,0,0	1	12133	0	.	Extracellular.
#Partially deleted in new
chr19	54739476	54751602	P43628	0	+	54739476	54751602	204,0,0	1	12126	0	.	Extracellular.
#Partially deleted in new
chr19	54739477	54751609	P43628	0	+	54739477	54751609	204,0,0	1	12132	0	.	Extracellular.
#Partially deleted in new
chr19	54739478	54751621	P43628	0	+	54739478	54751621	204,0,0	1	12143	0	.	Extracellular.
#Partially deleted in new
chr19	54739485	54751611	P43628	0	+	54739485	54751611	204,0,0	1	12126	0	.	Extracellular.
#Partially deleted in new
chr19	54739500	54751643	P43628	0	+	54739500	54751643	204,0,0	1	12143	0	.	Extracellular.
#Partially deleted in new
chr19	54739513	54751644	P43628	0	+	54739513	54751644	204,0,0	1	12131	0	.	Extracellular.
#Partially deleted in new
chr19	54739535	54751668	P43628	0	+	54739535	54751668	204,0,0	1	12133	0	.	Extracellular.
#Partially deleted in new
chr19	54739539	54751664	P43628	0	+	54739539	54751664	204,0,0	1	12125	0	.	Extracellular.
#Partially deleted in new
chr19	54850315	54856728	O76036	0	+	54850315	54856728	204,0,0	1	6413	0	.	Extracellular.
#Partially deleted in new
chr19	54851230	54865809	P43630	0	+	54851230	54865809	204,0,0	1	14579	0	.	Extracellular.
#Partially deleted in new
chr19	54851248	54865824	P43630	0	+	54851248	54865824	204,0,0	1	14576	0	.	Extracellular.
#Partially deleted in new
chr19	54851257	54865833	P43630	0	+	54851257	54865833	204,0,0	1	14576	0	.	Extracellular.
#Partially deleted in new
chr19	54852261	54853105	P43630	0	+	54852261	54853105	204,0,0	1	844	0	.	Cytoplasmic.
#Partially deleted in new
chr19	54858818	54873397	P43630	0	+	54858818	54873397	204,0,0	1	14579	0	.	Extracellular.
#Partially deleted in new
chr19	54859450	54874026	P43630	0	+	54859450	54874026	204,0,0	1	14576	0	.	Extracellular.
#Partially deleted in new
chr19	54874537	54888859	P24071	0	+	54874537	54888859	204,0,0	1	14322	0	.	Extracellular.
#Partially deleted in new
chr19	54875329	54889651	P24071	0	+	54875329	54889651	204,0,0	1	14322	0	.	Extracellular.
#Partially deleted in new
chr19	54875358	54889680	P24071	0	+	54875358	54889680	204,0,0	1	14322	0	.	Extracellular.
#Partially deleted in new
chr19	54875367	54889689	P24071	0	+	54875367	54889689	204,0,0	1	14322	0	.	Extracellular.
#Partially deleted in new
chr19	54875400	54889722	P24071	0	+	54875400	54889722	204,0,0	1	14322	0	.	Extracellular.
#Split in new
chr19	54883561	54897793	P24071	0	+	54883561	54897793	204,0,0	1	14232	0	.	Extracellular.
#Partially deleted in new
chr2	28516815	28642935	Q6P1J6	0	+	28516815	28642935	204,0,0	1	126120	0	.	Extracellular.
#Partially deleted in new
chr2	70835551	70835776	Q9UJ71	0	-	70835551	70835776	204,0,0	1	225	0	.	Cytoplasmic.
#Partially deleted in new
chr2	114442778	115309280	Q8N608	0	+	114442778	115309280	204,0,0	1	866502	0	.	Cytoplasmic.
#Partially deleted in new
chr2	127650011	127650843	Q13304	0	+	127650011	127650843	204,0,0	1	832	0	.	Extracellular.
#Partially deleted in new
chr2	153944578	154450548	Q8IUC8	0	+	153944578	154450548	204,0,0	1	505970	0	.	Lumenal.
#Partially deleted in new
chr2	211630587	212538455	Q15303	0	-	211630587	212538455	204,0,0	1	907868	0	.	Extracellular.
#Partially deleted in new
chr2	233926537	233969742	Q7Z2W7	0	+	233926537	233969742	204,0,0	1	43205	0	.	Cytoplasmic.
#Partially deleted in new
chr20	35542372	35557200	Q9Y282	0	+	35542372	35557200	204,0,0	1	14828	0	.	Lumenal.
#Partially deleted in new
chr20	46596263	46610512	Q8WWT9	0	-	46596263	46610512	204,0,0	1	14249	0	.	Cytoplasmic.
#Partially deleted in new
chr21	5032186	5034589	O75144	0	+	5032186	5034589	204,0,0	1	2403	0	.	Cytoplasmic.
#Partially deleted in new
chr21	25891835	26170569	P05067	0	-	25891835	26170569	204,0,0	1	278734	0	.	Extracellular.
#Partially deleted in new
chr21	29555156	29577071	P39086	0	-	29555156	29577071	204,0,0	1	21915	0	.	Extracellular.
#Partially deleted in new
chr21	29587430	29939410	P39086	0	-	29587430	29939410	204,0,0	1	351980	0	.	Extracellular.
#Partially deleted in new
chr21	37625161	37714592	P48051	0	-	37625161	37714592	204,0,0	1	89431	0	.	Cytoplasmic.
#Partially deleted in new
chr21	37714889	37840682	P48051	0	-	37714889	37840682	204,0,0	1	125793	0	.	Cytoplasmic.
#Partially deleted in new
chr21	40075139	40708763	O60469	0	-	40075139	40708763	204,0,0	1	633624	0	.	Extracellular.
#Partially deleted in new
chr22	19041918	19122146	P98153	0	-	19041918	19122146	204,0,0	1	80228	0	.	Extracellular.
#Partially deleted in new
chr22	33274429	33761383	O95461	0	-	33274429	33761383	204,0,0	1	486954	0	.	Lumenal.
#Partially deleted in new
chr22	42140280	42141552	A0A087X1C5	0	-	42140280	42141552	204,0,0	1	1272	0	.	Extracellular.
#Partially deleted in new
chr22	42141615	42144395	A0A087X1C5	0	-	42141615	42144395	204,0,0	1	2780	0	.	Cytoplasmic.
#Partially deleted in new
chr3	4516491	4795102	Q14643	0	+	4516491	4795102	204,0,0	1	278611	0	.	Cytoplasmic.
#Split in new
chr3	48479175	48501285	Q8N114	0	-	48479175	48501285	204,0,0	1	22110	0	.	Extracellular.
#Partially deleted in new
chr3	124910488	124927991	Q9H3R2	0	-	124910488	124927991	204,0,0	1	17503	0	.	Extracellular.
#Partially deleted in new
chr3	175097172	175803200	Q58DX5	0	+	175097172	175803200	204,0,0	1	706028	0	.	Extracellular.
#Partially deleted in new
chr5	26885650	26988174	Q9ULB4	0	-	26885650	26988174	204,0,0	1	102524	0	.	Extracellular.
#Partially deleted in new
chr5	52849387	52947389	P56199	0	+	52849387	52947389	204,0,0	1	98002	0	.	Extracellular.
#Partially deleted in new
chr5	78450017	78459293	O15126	0	+	78450017	78459293	204,0,0	1	9276	0	.	Lumenal.
#Partially deleted in new
chr5	96776398	96803863	Q9NZ08	0	-	96776398	96803863	204,0,0	1	27465	0	.	Lumenal.
#Partially deleted in new
chr5	139448902	139454864	Q19T08	0	-	139448902	139454864	204,0,0	1	5962	0	.	Cytoplasmic.
#Partially deleted in new
chr5	139455326	139458172	Q19T08	0	-	139455326	139458172	204,0,0	1	2846	0	.	Extracellular.
#Partially deleted in new
chr5	161334851	161546568	P47870	0	-	161334851	161546568	204,0,0	1	211717	0	.	Extracellular.
#Partially deleted in new
chr6	101399370	101889798	Q13002	0	+	101399370	101889798	204,0,0	1	490428	0	.	Extracellular.
#Partially deleted in new
chr7	11376637	11831805	Q9UPZ6	0	-	11376637	11831805	204,0,0	1	455168	0	.	Extracellular.
#Partially deleted in new
chr7	31064839	31084763	P41586	0	+	31064839	31084763	204,0,0	1	19924	0	.	Extracellular.
#Partially deleted in new
chr7	31085388	31086395	P41586	0	+	31085388	31086395	204,0,0	1	1007	0	.	Extracellular.
#Partially deleted in new
chr7	47843162	47948440	Q8TDX9	0	-	47843162	47948440	204,0,0	1	105278	0	.	Extracellular.
#Partially deleted in new
chr7	71132883	71712143	Q6IS24	0	+	71132883	71712143	204,0,0	1	579260	0	.	Lumenal.
#Partially deleted in new
chr7	101816030	102281875	Q13948	0	+	101816030	102281875	204,0,0	1	465845	0	.	Cytoplasmic.
#Partially deleted in new
chr7	108160457	108239992	Q92823	0	-	108160457	108239992	204,0,0	1	79535	0	.	Extracellular.
#Partially deleted in new
chr7	142941254	142961381	P23276	0	-	142941254	142961381	204,0,0	1	20127	0	.	Extracellular.
#Partially deleted in new
chr7	151015898	151017987	Q674R7	0	-	151015898	151017987	204,0,0	1	2089	0	.	Cytoplasmic.
#Partially deleted in new
chr7	154446318	154892477	P42658	0	+	154446318	154892477	204,0,0	1	446159	0	.	Extracellular.
#Partially deleted in new
chr7	157540716	157682817	Q92932	0	-	157540716	157682817	204,0,0	1	142101	0	.	Cytoplasmic.
#Partially deleted in new
chr8	32548783	32754397	Q02297	0	+	32548783	32754397	204,0,0	1	205614	0	.	Extracellular.
#Partially deleted in new
chr9	117291337	117414791	O75129	0	-	117291337	117414791	204,0,0	1	123454	0	.	Lumenal.
#Split in new
chrX	1190899	1196790	Q9HC73	0	-	1190899	1196790	204,0,0	1	5891	0	.	Cytoplasmic.
#Partially deleted in new
chrX	1196853	1212568	Q9HC73	0	-	1196853	1212568	204,0,0	1	15715	0	.	Extracellular.
#Partially deleted in new
chrX	22038473	22226466	P78562	0	+	22038473	22226466	204,0,0	1	187993	0	.	Extracellular.
#Partially deleted in new
chrX	43656341	43744420	P21397	0	+	43656341	43744420	204,0,0	1	88079	0	.	Cytoplasmic.	Pubmed:18391214
#Partially deleted in new
chrX	43767561	43882296	P27338	0	-	43767561	43882296	204,0,0	1	114735	0	.	Cytoplasmic.
#Partially deleted in new
chrX	48462289	48462910	Q8WUX1	0	-	48462289	48462910	204,0,0	1	621	0	.	Cytoplasmic.
#Partially deleted in new
chrX	48962583	48967006	Q9NSA2	0	-	48962583	48967006	204,0,0	1	4423	0	.	Cytoplasmic.
#Partially deleted in new
chrX	49205139	49211062	O60840	0	-	49205139	49211062	204,0,0	1	5923	0	.	Cytoplasmic.
#Partially deleted in new
chrX	49215476	49217900	O60840	0	-	49215476	49217900	204,0,0	1	2424	0	.	Extracellular.
#Partially deleted in new
chrX	49269869	49286994	Q6ZSY5	0	+	49269869	49286994	204,0,0	1	17125	0	.	Cytoplasmic.
#Partially deleted in new
chrX	69616494	70035606	Q92838	0	+	69616494	70035606	204,0,0	1	419112	0	.	Extracellular.
#Partially deleted in new
chrX	104658961	105748973	Q9NP60	0	+	104658961	105748973	204,0,0	1	1090012	0	.	Extracellular.
#Partially deleted in new
chrX	105749036	105767658	Q9NP60	0	+	105749036	105767658	204,0,0	1	18622	0	.	Cytoplasmic.
#Partially deleted in new
chrX	116442730	116444963	Q9UN76	0	+	116442730	116444963	204,0,0	1	2233	0	.	Extracellular.
#Partially deleted in new
chrX	116461743	116462793	Q5H943	0	-	116461743	116462793	204,0,0	1	1050	0	.	Extracellular.
#Partially deleted in new
chrX	123184619	123417557	P42263	0	+	123184619	123417557	204,0,0	1	232938	0	.	Extracellular.
#Partially deleted in new
chrX	124705055	124963753	Q9UKZ4	0	-	124705055	124963753	204,0,0	1	258698	0	.	Cytoplasmic.
#Partially deleted in new
chrX	154190220	154191763	P04001	0	+	154190220	154191763	204,0,0	1	1543	0	.	Extracellular.
#Partially deleted in new
chrX	154190220	154191763	P0DN77	0	+	154190220	154191763	204,0,0	1	1543	0	.	Extracellular.
#Partially deleted in new
chrX	154190220	154191763	P0DN78	0	+	154190220	154191763	204,0,0	1	1543	0	.	Extracellular.
#Deleted in new
MT	5903	5960	P00395	0	+	5903	5960	204,0,0	1	57	0	.	Mitochondrial	matrix.
#Deleted in new
MT	6029	6071	P00395	0	+	6029	6071	204,0,0	1	42	0	.	Mitochondrial	intermembrane.
#Deleted in new
MT	6140	6200	P00395	0	+	6140	6200	204,0,0	1	60	0	.	Mitochondrial	matrix.
#Deleted in new
MT	6269	6341	P00395	0	+	6269	6341	204,0,0	1	72	0	.	Mitochondrial	intermembrane.
#Deleted in new
MT	6410	6446	P00395	0	+	6410	6446	204,0,0	1	36	0	.	Mitochondrial	matrix.
#Deleted in new
MT	6515	6608	P00395	0	+	6515	6608	204,0,0	1	93	0	.	Mitochondrial	intermembrane.
#Deleted in new
MT	6677	6713	P00395	0	+	6677	6713	204,0,0	1	36	0	.	Mitochondrial	matrix.
#Deleted in new
MT	6782	6809	P00395	0	+	6782	6809	204,0,0	1	27	0	.	Mitochondrial	intermembrane.
#Deleted in new
MT	6878	6911	P00395	0	+	6878	6911	204,0,0	1	33	0	.	Mitochondrial	matrix.
#Deleted in new
MT	6980	7022	P00395	0	+	6980	7022	204,0,0	1	42	0	.	Mitochondrial	intermembrane.
#Deleted in new
MT	7091	7127	P00395	0	+	7091	7127	204,0,0	1	36	0	.	Mitochondrial	matrix.
#Deleted in new
MT	7196	7253	P00395	0	+	7196	7253	204,0,0	1	57	0	.	Mitochondrial	intermembrane.
#Deleted in new
MT	7322	7442	P00395	0	+	7322	7442	204,0,0	1	120	0	.	Mitochondrial	matrix.
#Deleted in new
MT	7585	7663	P00403	0	+	7585	7663	204,0,0	1	78	0	.	Mitochondrial	intermembrane.
#Deleted in new
MT	7729	7771	P00403	0	+	7729	7771	204,0,0	1	42	0	.	Mitochondrial	matrix.
#Deleted in new
MT	7831	8266	P00403	0	+	7831	8266	204,0,0	1	435	0	.	Mitochondrial	intermembrane.
